,danceability,energy,speechiness,acousticness,valence,tempo,genre
19000,0.054558537700465086,-0.051875182758850766,-0.7149442540726014,-0.41346354722220796,-0.4695580347710961,-0.9865274069251708,0
19001,-0.8288203955840161,0.5973963131471594,-0.36937017168454833,-0.34238156569540334,-0.07665772076020111,1.1587282718724947,0
19002,-0.3673537886443621,-1.3450522944394163,-0.5634597248066056,0.6053781879953238,-0.6505570558322947,1.4838634602885155,0
19003,-1.8242697905538419,-2.4021306803359783,-0.5480745773030279,1.1740340402097607,-1.7144781308505606,1.7812626132528044,0
19004,-1.8242697905538419,-2.4021306803359783,-0.5480745773030279,1.1740340402097607,-1.7144781308505606,1.7812626132528044,0
19005,-1.8242697905538419,-2.4021306803359783,-0.5480745773030279,1.1740340402097607,-1.7144781308505606,1.7812626132528044,0
19006,-1.8242697905538419,-2.4021306803359783,-0.5480745773030279,1.1740340402097607,-1.7144781308505606,1.7812626132528044,0
19007,-1.8242697905538419,-2.4021306803359783,-0.5480745773030279,1.1740340402097607,-1.7144781308505606,1.7812626132528044,0
19008,-1.8242697905538419,-2.4021306803359783,-0.5480745773030279,1.1740340402097607,-1.7144781308505606,1.7812626132528044,0
19009,-0.01136526329091416,1.4183759732597176,-0.47233231267003,-0.9011649204755614,0.5987776505169554,-0.46759722607299026,0
19010,-1.8242697905538419,-2.4021306803359783,-0.5480745773030279,1.1740340402097607,-1.7144781308505606,1.7812626132528044,0
19011,-1.8242697905538419,-2.4021306803359783,-0.5480745773030279,1.1740340402097607,-1.7144781308505606,1.7812626132528044,0
19012,-1.1979936811357395,0.6188598336729779,-0.6025143300079951,-0.9845677788003454,-0.3856804396451746,1.1564223485503953,0
19013,-1.8242697905538419,-2.4021306803359783,-0.5480745773030279,1.1740340402097607,-1.7144781308505606,1.7812626132528044,0
19014,-1.8242697905538419,-2.4021306803359783,-0.5480745773030279,1.1740340402097607,-1.7144781308505606,1.7812626132528044,0
19015,-1.00681465826074,1.5632547368089929,-0.5362398484541219,-0.6867342762030344,0.08668285922185646,0.7019281095439229,0
19016,-0.6706032732047059,-0.3577303502517649,-0.6001473842382139,-0.639346288518498,-1.3392362579188073,0.08478508184626718,0
19017,-1.8242697905538419,-2.4021306803359783,-0.5480745773030279,1.1740340402097607,-1.7144781308505606,1.7812626132528044,0
19018,-0.6706032732047059,-0.3577303502517649,-0.6001473842382139,-0.639346288518498,-1.3392362579188073,0.08478508184626718,0
19019,-0.6046794722133266,0.6295915939358872,-0.6013308571231045,-0.9777755005655618,0.40894940891618575,-1.471810593950661,0
19020,-1.4287269846055668,-2.375301279678705,-0.6427524080942753,2.0388648154525493,-1.4981622276310793,0.26383515613829844,0
19021,-1.8242697905538419,-2.4021306803359783,-0.5480745773030279,1.1740340402097607,-1.7144781308505606,1.7812626132528044,0
19022,-1.1122927398469469,0.3076387860486091,-0.6652383929071966,-0.8952414220149943,-0.2223398596631173,0.9639914234315334,0
19023,-1.8242697905538419,-2.4021306803359783,-0.5480745773030279,1.1740340402097607,-1.7144781308505606,1.7812626132528044,0
19024,-0.6706032732047059,-0.3577303502517649,-0.6001473842382139,-0.639346288518498,-1.3392362579188073,0.08478508184626718,0
19025,-0.6706032732047059,-0.3577303502517649,-0.6001473842382139,-0.639346288518498,-1.3392362579188073,0.08478508184626718,0
19026,-1.8242697905538419,-2.4021306803359783,-0.5480745773030279,1.1740340402097607,-1.7144781308505606,1.7812626132528044,0
19027,-0.7958584950883265,1.611547657992084,-0.2522063560803797,-0.905903719244015,0.4398516808046831,0.6406749914385764,0
19028,-1.8242697905538419,-2.4021306803359783,-0.5480745773030279,1.1740340402097607,-1.7144781308505606,1.7812626132528044,0
19029,-0.6706032732047059,-0.3577303502517649,-0.6001473842382139,-0.639346288518498,-1.3392362579188073,0.08478508184626718,0
